run_number,weight_group,nominal_weight_kg,replicate_number,sample_index,port_used,capture_timestamp,time_ms,elapsed_ms,elapsed_s,raw_g,filtered_g,raw_kg,filtered_kg
4,4kg,4,1,118,COM16,2026-03-12 20:43:21,232342,11252,11.252,-3942.64,-3942.47,-3.94264,-3.94247
4,4kg,4,1,119,COM16,2026-03-12 20:43:21,232442,11352,11.352,-3943.365,-3942.604,-3.943365,-3.942604
4,4kg,4,1,120,COM16,2026-03-12 20:43:21,232542,11452,11.452,-3942.852,-3942.641,-3.942852,-3.942641
4,4kg,4,1,121,COM16,2026-03-12 20:43:21,232642,11552,11.552,-3943.242,-3942.732,-3.943242,-3.942732
4,4kg,4,1,122,COM16,2026-03-12 20:43:21,232742,11652,11.652,-3943.25,-3942.81,-3.94325,-3.94281
4,4kg,4,1,123,COM16,2026-03-12 20:43:21,232842,11752,11.752,-3943.17,-3942.864,-3.94317,-3.942864
4,4kg,4,1,124,COM16,2026-03-12 20:43:21,232942,11852,11.852,-3942.879,-3942.866,-3.942879,-3.942866
4,4kg,4,1,125,COM16,2026-03-12 20:43:21,233042,11952,11.952,-3941.758,-3942.7,-3.941758,-3.9427
4,4kg,4,1,126,COM16,2026-03-12 20:43:21,233142,12052,12.052,-3942.041,-3942.601,-3.942041,-3.942601
4,4kg,4,1,127,COM16,2026-03-12 20:43:21,233242,12152,12.152,-3942.964,-3942.656,-3.942964,-3.942656
4,4kg,4,1,128,COM16,2026-03-12 20:43:21,233342,12252,12.252,-3943.063,-3942.717,-3.943063,-3.942717
4,4kg,4,1,129,COM16,2026-03-12 20:43:21,233442,12352,12.352,-3943.522,-3942.838,-3.943522,-3.942838
4,4kg,4,1,130,COM16,2026-03-12 20:43:21,233542,12452,12.452,-3943.173,-3942.888,-3.943173,-3.942888
4,4kg,4,1,131,COM16,2026-03-12 20:43:21,233592,12502,12.502,-3942.711,-3942.862,-3.942711,-3.942862
4,4kg,4,1,132,COM16,2026-03-12 20:43:21,233692,12602,12.602,-3944.05,-3943.04,-3.94405,-3.94304
4,4kg,4,1,133,COM16,2026-03-12 20:43:21,233792,12702,12.702,-3943.178,-3943.061,-3.943178,-3.943061
4,4kg,4,1,134,COM16,2026-03-12 20:43:21,233892,12802,12.802,-3942.03,-3942.906,-3.94203,-3.942906
4,4kg,4,1,135,COM16,2026-03-12 20:43:21,233992,12902,12.902,-3942.722,-3942.879,-3.942722,-3.942879
4,4kg,4,1,136,COM16,2026-03-12 20:43:21,234092,13002,13.002,-3943.28,-3942.939,-3.94328,-3.942939
4,4kg,4,1,137,COM16,2026-03-12 20:43:21,234192,13102,13.102,-3943.533,-3943.029,-3.943533,-3.943029
4,4kg,4,1,138,COM16,2026-03-12 20:43:21,234292,13202,13.202,-3942.028,-3942.879,-3.942028,-3.942879
4,4kg,4,1,139,COM16,2026-03-12 20:43:21,234392,13302,13.302,-3940.67,-3942.548,-3.94067,-3.942548
4,4kg,4,1,140,COM16,2026-03-12 20:43:21,234492,13402,13.402,-3941.756,-3942.429,-3.941756,-3.942429
4,4kg,4,1,141,COM16,2026-03-12 20:43:21,234592,13502,13.502,-3942.651,-3942.462,-3.942651,-3.942462
4,4kg,4,1,142,COM16,2026-03-12 20:43:21,234692,13602,13.602,-3943.03,-3942.548,-3.94303,-3.942548
4,4kg,4,1,143,COM16,2026-03-12 20:43:21,234792,13702,13.702,-3942.767,-3942.581,-3.942767,-3.942581
4,4kg,4,1,144,COM16,2026-03-12 20:43:21,234892,13802,13.802,-3943.352,-3942.696,-3.943352,-3.942696
4,4kg,4,1,145,COM16,2026-03-12 20:43:21,234992,13902,13.902,-3941.096,-3942.457,-3.941096,-3.942457
4,4kg,4,1,146,COM16,2026-03-12 20:43:21,235042,13952,13.952,-3941.555,-3942.321,-3.941555,-3.942321
4,4kg,4,1,147,COM16,2026-03-12 20:43:21,235142,14052,14.052,-3942.508,-3942.349,-3.942508,-3.942349
4,4kg,4,1,148,COM16,2026-03-12 20:43:21,235242,14152,14.152,-3943.272,-3942.488,-3.943272,-3.942488
4,4kg,4,1,149,COM16,2026-03-12 20:43:21,235342,14252,14.252,-3942.173,-3942.441,-3.942173,-3.942441
4,4kg,4,1,150,COM16,2026-03-12 20:43:21,235442,14352,14.352,-3942.621,-3942.468,-3.942621,-3.942468
4,4kg,4,1,151,COM16,2026-03-12 20:43:21,235542,14452,14.452,-3942.363,-3942.452,-3.942363,-3.942452
4,4kg,4,1,152,COM16,2026-03-12 20:43:21,235642,14552,14.552,-3941.695,-3942.339,-3.941695,-3.942339
4,4kg,4,1,153,COM16,2026-03-12 20:43:21,235742,14652,14.652,-3942.363,-3942.343,-3.942363,-3.942343
4,4kg,4,1,154,COM16,2026-03-12 20:43:21,235842,14752,14.752,-3943.061,-3942.45,-3.943061,-3.94245
4,4kg,4,1,155,COM16,2026-03-12 20:43:21,235942,14852,14.852,-3942.107,-3942.399,-3.942107,-3.942399
4,4kg,4,1,156,COM16,2026-03-12 20:43:21,236042,14952,14.952,-3942.33,-3942.388,-3.94233,-3.942388
4,4kg,4,1,157,COM16,2026-03-12 20:43:21,236142,15052,15.052,-3942.901,-3942.466,-3.942901,-3.942466
4,4kg,4,1,158,COM16,2026-03-12 20:43:21,236242,15152,15.152,-3943.206,-3942.577,-3.943206,-3.942577
4,4kg,4,1,159,COM16,2026-03-12 20:43:21,236342,15252,15.252,-3944.797,-3942.91,-3.944797,-3.94291
4,4kg,4,1,160,COM16,2026-03-12 20:43:21,236442,15352,15.352,-3943.316,-3942.971,-3.943316,-3.942971
4,4kg,4,1,161,COM16,2026-03-12 20:43:21,236542,15452,15.452,-3942.736,-3942.936,-3.942736,-3.942936
4,4kg,4,1,162,COM16,2026-03-12 20:43:21,236592,15502,15.502,-3943.118,-3942.963,-3.943118,-3.942963
4,4kg,4,1,163,COM16,2026-03-12 20:43:21,236692,15602,15.602,-3942.948,-3942.961,-3.942948,-3.942961
4,4kg,4,1,164,COM16,2026-03-12 20:43:21,236792,15702,15.702,-3942.363,-3942.872,-3.942363,-3.942872
4,4kg,4,1,165,COM16,2026-03-12 20:43:21,236892,15802,15.802,-3940.78,-3942.558,-3.94078,-3.942558
4,4kg,4,1,166,COM16,2026-03-12 20:43:21,236992,15902,15.902,-3941.442,-3942.391,-3.941442,-3.942391
4,4kg,4,1,167,COM16,2026-03-12 20:43:21,237092,16002,16.002,-3942.346,-3942.384,-3.942346,-3.942384
4,4kg,4,1,168,COM16,2026-03-12 20:43:21,237192,16102,16.102,-3943.953,-3942.62,-3.943953,-3.94262
4,4kg,4,1,169,COM16,2026-03-12 20:43:21,237292,16202,16.202,-3943.744,-3942.789,-3.943744,-3.942789
4,4kg,4,1,170,COM16,2026-03-12 20:43:21,237392,16302,16.302,-3942.088,-3942.684,-3.942088,-3.942684
4,4kg,4,1,171,COM16,2026-03-12 20:43:21,237492,16402,16.402,-3941.981,-3942.578,-3.941981,-3.942578
4,4kg,4,1,172,COM16,2026-03-12 20:43:21,237592,16502,16.502,-3942.871,-3942.622,-3.942871,-3.942622
4,4kg,4,1,173,COM16,2026-03-12 20:43:21,237692,16602,16.602,-3941.961,-3942.523,-3.941961,-3.942523
4,4kg,4,1,174,COM16,2026-03-12 20:43:21,237792,16702,16.702,-3943.017,-3942.597,-3.943017,-3.942597
4,4kg,4,1,175,COM16,2026-03-12 20:43:21,237892,16802,16.802,-3945.033,-3942.963,-3.945033,-3.942963
4,4kg,4,1,176,COM16,2026-03-12 20:43:21,237992,16902,16.902,-3943.86,-3943.097,-3.94386,-3.943097
4,4kg,4,1,177,COM16,2026-03-12 20:43:21,238092,17002,17.002,-3943.673,-3943.184,-3.943673,-3.943184
4,4kg,4,1,178,COM16,2026-03-12 20:43:21,238142,17052,17.052,-3943.096,-3943.171,-3.943096,-3.943171
4,4kg,4,1,179,COM16,2026-03-12 20:43:21,238242,17152,17.152,-3943.036,-3943.15,-3.943036,-3.94315
4,4kg,4,1,180,COM16,2026-03-12 20:43:21,238342,17252,17.252,-3944.547,-3943.36,-3.944547,-3.94336
4,4kg,4,1,181,COM16,2026-03-12 20:43:21,238442,17352,17.352,-3944.319,-3943.504,-3.944319,-3.943504
4,4kg,4,1,182,COM16,2026-03-12 20:43:21,238542,17452,17.452,-3943.445,-3943.495,-3.943445,-3.943495
4,4kg,4,1,183,COM16,2026-03-12 20:43:21,238642,17552,17.552,-3943.104,-3943.437,-3.943104,-3.943437
4,4kg,4,1,184,COM16,2026-03-12 20:43:21,238742,17652,17.652,-3943.379,-3943.428,-3.943379,-3.943428
4,4kg,4,1,185,COM16,2026-03-12 20:43:21,238842,17752,17.752,-3942.841,-3943.34,-3.942841,-3.94334
4,4kg,4,1,186,COM16,2026-03-12 20:43:21,238942,17852,17.852,-3943.506,-3943.365,-3.943506,-3.943365
4,4kg,4,1,187,COM16,2026-03-12 20:43:21,239042,17952,17.952,-3944.132,-3943.48,-3.944132,-3.94348
4,4kg,4,1,188,COM16,2026-03-12 20:43:21,239142,18052,18.052,-3944.124,-3943.577,-3.944124,-3.943577
4,4kg,4,1,189,COM16,2026-03-12 20:43:21,239242,18152,18.152,-3942.764,-3943.455,-3.942764,-3.943455
4,4kg,4,1,190,COM16,2026-03-12 20:43:21,239342,18252,18.252,-3942.681,-3943.339,-3.942681,-3.943339
4,4kg,4,1,191,COM16,2026-03-12 20:43:21,239442,18352,18.352,-3944.767,-3943.554,-3.944767,-3.943554
4,4kg,4,1,192,COM16,2026-03-12 20:43:21,239542,18452,18.452,-3945.159,-3943.795,-3.945159,-3.943795
4,4kg,4,1,193,COM16,2026-03-12 20:43:21,239642,18552,18.552,-3943.426,-3943.74,-3.943426,-3.94374
4,4kg,4,1,194,COM16,2026-03-12 20:43:21,239692,18602,18.602,-3942.244,-3943.515,-3.942244,-3.943515
4,4kg,4,1,195,COM16,2026-03-12 20:43:21,239792,18702,18.702,-3942.989,-3943.437,-3.942989,-3.943437
4,4kg,4,1,196,COM16,2026-03-12 20:43:21,239892,18802,18.802,-3943.184,-3943.399,-3.943184,-3.943399
4,4kg,4,1,197,COM16,2026-03-12 20:43:21,239992,18902,18.902,-3943.074,-3943.35,-3.943074,-3.94335
4,4kg,4,1,198,COM16,2026-03-12 20:43:21,240092,19002,19.002,-3941.761,-3943.112,-3.941761,-3.943112
4,4kg,4,1,199,COM16,2026-03-12 20:43:21,240192,19102,19.102,-3942.698,-3943.05,-3.942698,-3.94305
4,4kg,4,1,200,COM16,2026-03-12 20:43:21,240292,19202,19.202,-3942.181,-3942.92,-3.942181,-3.94292
4,4kg,4,1,201,COM16,2026-03-12 20:43:21,240392,19302,19.302,-3942.132,-3942.802,-3.942132,-3.942802
4,4kg,4,1,202,COM16,2026-03-12 20:43:21,240492,19402,19.402,-3943.733,-3942.942,-3.943733,-3.942942
4,4kg,4,1,203,COM16,2026-03-12 20:43:21,240592,19502,19.502,-3942.354,-3942.854,-3.942354,-3.942854
4,4kg,4,1,204,COM16,2026-03-12 20:43:21,240692,19602,19.602,-3941.879,-3942.708,-3.941879,-3.942708
4,4kg,4,1,205,COM16,2026-03-12 20:43:21,240792,19702,19.702,-3942.511,-3942.678,-3.942511,-3.942678
4,4kg,4,1,206,COM16,2026-03-12 20:43:21,240892,19802,19.802,-3943.08,-3942.739,-3.94308,-3.942739
4,4kg,4,1,207,COM16,2026-03-12 20:43:21,240992,19902,19.902,-3942.341,-3942.679,-3.942341,-3.942679
4,4kg,4,1,208,COM16,2026-03-12 20:43:21,241092,20002,20.002,-3941.942,-3942.569,-3.941942,-3.942569
4,4kg,4,1,209,COM16,2026-03-12 20:43:21,241192,20102,20.102,-3941.327,-3942.382,-3.941327,-3.942382
4,4kg,4,1,210,COM16,2026-03-12 20:43:21,241242,20152,20.152,-3942.08,-3942.337,-3.94208,-3.942337
4,4kg,4,1,211,COM16,2026-03-12 20:43:21,241342,20252,20.252,-3944.132,-3942.606,-3.944132,-3.942606
5,4kg,4,2,1,COM16,2026-03-12 20:43:49,251448,2,0.002,-3943.637,-3943.637,-3.943637,-3.943637
5,4kg,4,2,2,COM16,2026-03-12 20:43:49,251548,102,0.102,-3944.316,-3943.74,-3.944316,-3.94374
5,4kg,4,2,3,COM16,2026-03-12 20:43:49,251648,202,0.202,-3943.849,-3943.756,-3.943849,-3.943756
5,4kg,4,2,4,COM16,2026-03-12 20:43:49,251698,252,0.252,-3942.722,-3943.601,-3.942722,-3.943601
5,4kg,4,2,5,COM16,2026-03-12 20:43:49,251798,352,0.352,-3943.967,-3943.656,-3.943967,-3.943656
5,4kg,4,2,6,COM16,2026-03-12 20:43:49,251898,452,0.452,-3943.808,-3943.679,-3.943808,-3.943679
5,4kg,4,2,7,COM16,2026-03-12 20:43:49,251998,552,0.552,-3943.725,-3943.686,-3.943725,-3.943686
5,4kg,4,2,8,COM16,2026-03-12 20:43:49,252098,652,0.652,-3943.439,-3943.649,-3.943439,-3.943649
5,4kg,4,2,9,COM16,2026-03-12 20:43:49,252198,752,0.752,-3943.517,-3943.629,-3.943517,-3.943629
5,4kg,4,2,10,COM16,2026-03-12 20:43:49,252298,852,0.852,-3942.756,-3943.498,-3.942756,-3.943498
5,4kg,4,2,11,COM16,2026-03-12 20:43:49,252398,952,0.952,-3942.536,-3943.354,-3.942536,-3.943354
5,4kg,4,2,12,COM16,2026-03-12 20:43:49,252498,1052,1.052,-3942.129,-3943.17,-3.942129,-3.94317
5,4kg,4,2,13,COM16,2026-03-12 20:43:49,252598,1152,1.152,-3942.539,-3943.076,-3.942539,-3.943076
5,4kg,4,2,14,COM16,2026-03-12 20:43:49,252698,1252,1.252,-3943.876,-3943.196,-3.943876,-3.943196
5,4kg,4,2,15,COM16,2026-03-12 20:43:49,252798,1352,1.352,-3943.456,-3943.235,-3.943456,-3.943235
5,4kg,4,2,16,COM16,2026-03-12 20:43:49,252898,1452,1.452,-3942.981,-3943.197,-3.942981,-3.943197
5,4kg,4,2,17,COM16,2026-03-12 20:43:49,252998,1552,1.552,-3942.805,-3943.138,-3.942805,-3.943138
5,4kg,4,2,18,COM16,2026-03-12 20:43:49,253098,1652,1.652,-3942.709,-3943.074,-3.942709,-3.943074
5,4kg,4,2,19,COM16,2026-03-12 20:43:49,253198,1752,1.752,-3942.417,-3942.975,-3.942417,-3.942975
5,4kg,4,2,20,COM16,2026-03-12 20:43:49,253248,1802,1.802,-3941.486,-3942.752,-3.941486,-3.942752
5,4kg,4,2,21,COM16,2026-03-12 20:43:49,253348,1902,1.902,-3941.874,-3942.62,-3.941874,-3.94262
5,4kg,4,2,22,COM16,2026-03-12 20:43:49,253448,2002,2.002,-3944.222,-3942.861,-3.944222,-3.942861
5,4kg,4,2,23,COM16,2026-03-12 20:43:49,253548,2102,2.102,-3945.083,-3943.194,-3.945083,-3.943194
5,4kg,4,2,24,COM16,2026-03-12 20:43:49,253648,2202,2.202,-3944.187,-3943.343,-3.944187,-3.943343
5,4kg,4,2,25,COM16,2026-03-12 20:43:49,253748,2302,2.302,-3943.528,-3943.371,-3.943528,-3.943371
5,4kg,4,2,26,COM16,2026-03-12 20:43:49,253848,2402,2.402,-3943.338,-3943.366,-3.943338,-3.943366
5,4kg,4,2,27,COM16,2026-03-12 20:43:49,253948,2502,2.502,-3944.646,-3943.558,-3.944646,-3.943558
5,4kg,4,2,28,COM16,2026-03-12 20:43:49,254048,2602,2.602,-3945.113,-3943.791,-3.945113,-3.943791
5,4kg,4,2,29,COM16,2026-03-12 20:43:49,254148,2702,2.702,-3944.7,-3943.927,-3.9447,-3.943927
5,4kg,4,2,30,COM16,2026-03-12 20:43:49,254248,2802,2.802,-3943.506,-3943.864,-3.943506,-3.943864
5,4kg,4,2,31,COM16,2026-03-12 20:43:49,254348,2902,2.902,-3942.997,-3943.734,-3.942997,-3.943734
5,4kg,4,2,32,COM16,2026-03-12 20:43:49,254448,3002,3.002,-3943.464,-3943.694,-3.943464,-3.943694
5,4kg,4,2,33,COM16,2026-03-12 20:43:49,254548,3102,3.102,-3944.739,-3943.851,-3.944739,-3.943851
5,4kg,4,2,34,COM16,2026-03-12 20:43:49,254648,3202,3.202,-3944.646,-3943.97,-3.944646,-3.94397
5,4kg,4,2,35,COM16,2026-03-12 20:43:49,254748,3302,3.302,-3942.89,-3943.808,-3.94289,-3.943808
5,4kg,4,2,36,COM16,2026-03-12 20:43:49,254798,3352,3.352,-3942.714,-3943.645,-3.942714,-3.943645
5,4kg,4,2,37,COM16,2026-03-12 20:43:49,254898,3452,3.452,-3942.89,-3943.531,-3.94289,-3.943531
5,4kg,4,2,38,COM16,2026-03-12 20:43:49,254998,3552,3.552,-3943.775,-3943.568,-3.943775,-3.943568
5,4kg,4,2,39,COM16,2026-03-12 20:43:49,255098,3652,3.652,-3942.448,-3943.4,-3.942448,-3.9434
5,4kg,4,2,40,COM16,2026-03-12 20:43:49,255198,3752,3.752,-3941.39,-3943.099,-3.94139,-3.943099
5,4kg,4,2,41,COM16,2026-03-12 20:43:49,255298,3852,3.852,-3942.561,-3943.018,-3.942561,-3.943018
5,4kg,4,2,42,COM16,2026-03-12 20:43:49,255398,3952,3.952,-3943.879,-3943.147,-3.943879,-3.943147
5,4kg,4,2,43,COM16,2026-03-12 20:43:49,255498,4052,4.052,-3943.209,-3943.157,-3.943209,-3.943157
5,4kg,4,2,44,COM16,2026-03-12 20:43:49,255598,4152,4.152,-3942.797,-3943.103,-3.942797,-3.943103
5,4kg,4,2,45,COM16,2026-03-12 20:43:49,255698,4252,4.252,-3942.813,-3943.06,-3.942813,-3.94306
5,4kg,4,2,46,COM16,2026-03-12 20:43:49,255798,4352,4.352,-3943.459,-3943.12,-3.943459,-3.94312
5,4kg,4,2,47,COM16,2026-03-12 20:43:49,255898,4452,4.452,-3943.846,-3943.229,-3.943846,-3.943229
5,4kg,4,2,48,COM16,2026-03-12 20:43:49,255998,4552,4.552,-3943.591,-3943.283,-3.943591,-3.943283
5,4kg,4,2,49,COM16,2026-03-12 20:43:49,256098,4652,4.652,-3943.997,-3943.39,-3.943997,-3.94339
5,4kg,4,2,50,COM16,2026-03-12 20:43:49,256198,4752,4.752,-3943.646,-3943.429,-3.943646,-3.943429
5,4kg,4,2,51,COM16,2026-03-12 20:43:49,256298,4852,4.852,-3943.371,-3943.42,-3.943371,-3.94342
5,4kg,4,2,52,COM16,2026-03-12 20:43:49,256348,4902,4.902,-3941.871,-3943.188,-3.941871,-3.943188
5,4kg,4,2,53,COM16,2026-03-12 20:43:49,256448,5002,5.002,-3942.45,-3943.078,-3.94245,-3.943078
5,4kg,4,2,54,COM16,2026-03-12 20:43:49,256548,5102,5.102,-3942.687,-3943.019,-3.942687,-3.943019
5,4kg,4,2,55,COM16,2026-03-12 20:43:49,256648,5202,5.202,-3942.992,-3943.015,-3.942992,-3.943015
5,4kg,4,2,56,COM16,2026-03-12 20:43:49,256748,5302,5.302,-3942.225,-3942.896,-3.942225,-3.942896
5,4kg,4,2,57,COM16,2026-03-12 20:43:49,256848,5402,5.402,-3942.917,-3942.9,-3.942917,-3.9429
5,4kg,4,2,58,COM16,2026-03-12 20:43:49,256948,5502,5.502,-3943.124,-3942.934,-3.943124,-3.942934
5,4kg,4,2,59,COM16,2026-03-12 20:43:49,257048,5602,5.602,-3942.195,-3942.823,-3.942195,-3.942823
5,4kg,4,2,60,COM16,2026-03-12 20:43:49,257148,5702,5.702,-3942.508,-3942.776,-3.942508,-3.942776
5,4kg,4,2,61,COM16,2026-03-12 20:43:49,257248,5802,5.802,-3943.898,-3942.944,-3.943898,-3.942944
5,4kg,4,2,62,COM16,2026-03-12 20:43:49,257348,5902,5.902,-3943.006,-3942.954,-3.943006,-3.942954
5,4kg,4,2,63,COM16,2026-03-12 20:43:49,257448,6002,6.002,-3942.572,-3942.896,-3.942572,-3.942896
5,4kg,4,2,64,COM16,2026-03-12 20:43:49,257548,6102,6.102,-3943.272,-3942.953,-3.943272,-3.942953
5,4kg,4,2,65,COM16,2026-03-12 20:43:49,257648,6202,6.202,-3943.335,-3943.01,-3.943335,-3.94301
5,4kg,4,2,66,COM16,2026-03-12 20:43:49,257748,6302,6.302,-3943.124,-3943.027,-3.943124,-3.943027
5,4kg,4,2,67,COM16,2026-03-12 20:43:49,257798,6352,6.352,-3943.253,-3943.061,-3.943253,-3.943061
5,4kg,4,2,68,COM16,2026-03-12 20:43:49,257898,6452,6.452,-3942.744,-3943.014,-3.942744,-3.943014
5,4kg,4,2,69,COM16,2026-03-12 20:43:49,257998,6552,6.552,-3943.184,-3943.04,-3.943184,-3.94304
5,4kg,4,2,70,COM16,2026-03-12 20:43:49,258098,6652,6.652,-3943.928,-3943.173,-3.943928,-3.943173
5,4kg,4,2,71,COM16,2026-03-12 20:43:49,258198,6752,6.752,-3944.055,-3943.305,-3.944055,-3.943305
5,4kg,4,2,72,COM16,2026-03-12 20:43:49,258298,6852,6.852,-3944.547,-3943.492,-3.944547,-3.943492
5,4kg,4,2,73,COM16,2026-03-12 20:43:49,258398,6952,6.952,-3943.525,-3943.497,-3.943525,-3.943497
5,4kg,4,2,74,COM16,2026-03-12 20:43:49,258498,7052,7.052,-3943,-3943.423,-3.943,-3.943423
5,4kg,4,2,75,COM16,2026-03-12 20:43:49,258598,7152,7.152,-3943.852,-3943.487,-3.943852,-3.943487
5,4kg,4,2,76,COM16,2026-03-12 20:43:49,258698,7252,7.252,-3943.173,-3943.44,-3.943173,-3.94344
5,4kg,4,2,77,COM16,2026-03-12 20:43:49,258798,7352,7.352,-3943.333,-3943.424,-3.943333,-3.943424
5,4kg,4,2,78,COM16,2026-03-12 20:43:49,258898,7452,7.452,-3944.176,-3943.537,-3.944176,-3.943537
5,4kg,4,2,79,COM16,2026-03-12 20:43:49,258998,7552,7.552,-3942.885,-3943.439,-3.942885,-3.943439
5,4kg,4,2,80,COM16,2026-03-12 20:43:49,259098,7652,7.652,-3942.569,-3943.309,-3.942569,-3.943309
5,4kg,4,2,81,COM16,2026-03-12 20:43:49,259198,7752,7.752,-3942.264,-3943.152,-3.942264,-3.943152
5,4kg,4,2,82,COM16,2026-03-12 20:43:49,259298,7852,7.852,-3945.308,-3943.476,-3.945308,-3.943476
5,4kg,4,2,83,COM16,2026-03-12 20:43:49,259348,7902,7.902,-3946.783,-3943.972,-3.946783,-3.943972
5,4kg,4,2,84,COM16,2026-03-12 20:43:49,259448,8002,8.002,-3946.761,-3944.39,-3.946761,-3.94439
5,4kg,4,2,85,COM16,2026-03-12 20:43:49,259548,8102,8.102,-3940.89,-3943.865,-3.94089,-3.943865
5,4kg,4,2,86,COM16,2026-03-12 20:43:49,259648,8202,8.202,-3940.725,-3943.395,-3.940725,-3.943395
5,4kg,4,2,87,COM16,2026-03-12 20:43:49,259748,8302,8.302,-3942.651,-3943.283,-3.942651,-3.943283
5,4kg,4,2,88,COM16,2026-03-12 20:43:49,259848,8402,8.402,-3943.137,-3943.261,-3.943137,-3.943261
5,4kg,4,2,89,COM16,2026-03-12 20:43:49,259948,8502,8.502,-3942.572,-3943.158,-3.942572,-3.943158
5,4kg,4,2,90,COM16,2026-03-12 20:43:49,260048,8602,8.602,-3942.156,-3943.008,-3.942156,-3.943008
5,4kg,4,2,91,COM16,2026-03-12 20:43:49,260148,8702,8.702,-3942.978,-3943.004,-3.942978,-3.943004
5,4kg,4,2,92,COM16,2026-03-12 20:43:49,260248,8802,8.802,-3942.912,-3942.99,-3.942912,-3.94299
5,4kg,4,2,93,COM16,2026-03-12 20:43:49,260348,8902,8.902,-3943.808,-3943.113,-3.943808,-3.943113
5,4kg,4,2,94,COM16,2026-03-12 20:43:49,260448,9002,9.002,-3942.591,-3943.034,-3.942591,-3.943034
5,4kg,4,2,95,COM16,2026-03-12 20:43:49,260548,9102,9.102,-3942.184,-3942.907,-3.942184,-3.942907
5,4kg,4,2,96,COM16,2026-03-12 20:43:49,260648,9202,9.202,-3942.091,-3942.785,-3.942091,-3.942785
5,4kg,4,2,97,COM16,2026-03-12 20:43:49,260748,9302,9.302,-3942.305,-3942.713,-3.942305,-3.942713
5,4kg,4,2,98,COM16,2026-03-12 20:43:49,260848,9402,9.402,-3943.189,-3942.784,-3.943189,-3.942784
5,4kg,4,2,99,COM16,2026-03-12 20:43:49,260898,9452,9.452,-3943.074,-3942.828,-3.943074,-3.942828
5,4kg,4,2,100,COM16,2026-03-12 20:43:49,260998,9552,9.552,-3941.357,-3942.608,-3.941357,-3.942608
5,4kg,4,2,101,COM16,2026-03-12 20:43:49,261098,9652,9.652,-3941.393,-3942.426,-3.941393,-3.942426
5,4kg,4,2,102,COM16,2026-03-12 20:43:49,261198,9752,9.752,-3942.775,-3942.478,-3.942775,-3.942478
5,4kg,4,2,103,COM16,2026-03-12 20:43:49,261298,9852,9.852,-3942.747,-3942.519,-3.942747,-3.942519
5,4kg,4,2,104,COM16,2026-03-12 20:43:49,261398,9952,9.952,-3943.327,-3942.64,-3.943327,-3.94264
5,4kg,4,2,105,COM16,2026-03-12 20:43:49,261498,10052,10.052,-3942.906,-3942.68,-3.942906,-3.94268
5,4kg,4,2,106,COM16,2026-03-12 20:43:49,261598,10152,10.152,-3942.764,-3942.693,-3.942764,-3.942693
5,4kg,4,2,107,COM16,2026-03-12 20:43:49,261698,10252,10.252,-3943.121,-3942.757,-3.943121,-3.942757
5,4kg,4,2,108,COM16,2026-03-12 20:43:49,261798,10352,10.352,-3943.096,-3942.808,-3.943096,-3.942808
5,4kg,4,2,109,COM16,2026-03-12 20:43:49,261898,10452,10.452,-3942.717,-3942.794,-3.942717,-3.942794
5,4kg,4,2,110,COM16,2026-03-12 20:43:49,261998,10552,10.552,-3942.189,-3942.704,-3.942189,-3.942704
5,4kg,4,2,111,COM16,2026-03-12 20:43:49,262098,10652,10.652,-3943.596,-3942.838,-3.943596,-3.942838
5,4kg,4,2,112,COM16,2026-03-12 20:43:49,262198,10752,10.752,-3944.563,-3943.097,-3.944563,-3.943097
5,4kg,4,2,113,COM16,2026-03-12 20:43:49,262298,10852,10.852,-3943.698,-3943.187,-3.943698,-3.943187
5,4kg,4,2,114,COM16,2026-03-12 20:43:49,262398,10952,10.952,-3944.011,-3943.311,-3.944011,-3.943311
5,4kg,4,2,115,COM16,2026-03-12 20:43:49,262448,11002,11.002,-3944.327,-3943.463,-3.944327,-3.943463
5,4kg,4,2,116,COM16,2026-03-12 20:43:49,262548,11102,11.102,-3943.143,-3943.415,-3.943143,-3.943415
5,4kg,4,2,117,COM16,2026-03-12 20:43:49,262648,11202,11.202,-3941.75,-3943.166,-3.94175,-3.943166
5,4kg,4,2,118,COM16,2026-03-12 20:43:49,262748,11302,11.302,-3942.151,-3943.013,-3.942151,-3.943013
5,4kg,4,2,119,COM16,2026-03-12 20:43:49,262848,11402,11.402,-3942.992,-3943.01,-3.942992,-3.94301
5,4kg,4,2,120,COM16,2026-03-12 20:43:49,262948,11502,11.502,-3943.733,-3943.119,-3.943733,-3.943119
5,4kg,4,2,121,COM16,2026-03-12 20:43:49,263048,11602,11.602,-3943.775,-3943.217,-3.943775,-3.943217
5,4kg,4,2,122,COM16,2026-03-12 20:43:49,263148,11702,11.702,-3942.986,-3943.183,-3.942986,-3.943183
5,4kg,4,2,123,COM16,2026-03-12 20:43:49,263248,11802,11.802,-3943.61,-3943.247,-3.94361,-3.943247
5,4kg,4,2,124,COM16,2026-03-12 20:43:49,263348,11902,11.902,-3943.626,-3943.304,-3.943626,-3.943304
5,4kg,4,2,125,COM16,2026-03-12 20:43:49,263448,12002,12.002,-3943.011,-3943.26,-3.943011,-3.94326
5,4kg,4,2,126,COM16,2026-03-12 20:43:49,263548,12102,12.102,-3943.135,-3943.241,-3.943135,-3.943241
5,4kg,4,2,127,COM16,2026-03-12 20:43:49,263648,12202,12.202,-3942.357,-3943.109,-3.942357,-3.943109
